Departamento;Municipio;Semester;count;min;max;mean;std,
CASANARE;MANI;2024-S2;17836;0.0;13.6;0.008623009643417808;0.18299961182027646,
BOYACÁ;LA CAPILLA;2024-S2;18652;0.0;1.4;0.003908428050611195;0.03373444440036251,
SANTANDER;MOGOTES;2024-S2;21235;0.0;17.1;0.06430892394631504;0.5641423198979871,
CUNDINAMARCA;GIRARDOT;2024-S2;32684;0.0;7.8;0.013593807367519275;0.18211248293781898,
CAUCA;PATÍA;2024-S2;34075;0.0;11.8;0.017531914893617023;0.20957493617375988,
CALDAS;MANZANARES;2024-S2;18519;0.0;12.0;0.07856795723311194;0.5003187029551475,
HUILA;BARAYA;2024-S2;18766;0.0;21.5;0.049595012256208035;0.5195363651858268,
CUNDINAMARCA;VILLETA;2024-S2;36132;0.0;24.6;0.0348942765415698;0.5702418412855146,
CORDOBA;MONTELÍBANO;2024-S2;18523;0.0;12.1;0.016881714625060735;0.24731481919744064,
QUINDÍO;SALENTO;2024-S2;18283;0.0;12.8;0.048777552918011266;0.3555166513601881,
CUNDINAMARCA;ANAPOIMA;2024-S2;18511;0.0;12.4;0.02854518934687483;0.3839708875172491,
ANTIOQUIA;SANTA BÁRBARA;2024-S2;18580;0.0;20.1;0.048110871905274494;0.4262590031904914,
CAUCA;CORINTO;2024-S2;18670;0.0;9.5;0.031676486341724694;0.3291737787437398,
HUILA;PITALITO;2024-S2;18776;0.0;9.0;0.03091712824882829;0.26590574374517384,
CUNDINAMARCA;QUEBRADANEGRA;2024-S2;18136;0.0;0.2;4.411116012351125e-05;0.0025719823042472455,
ANTIOQUIA;BELLO;2024-S2;18521;0.0;0.0;0.0;0.0,
SANTANDER;SURATÁ;2024-S2;35672;0.0;6.2;0.015578044404575019;0.1615757816658993,
HUILA;ALGECIRAS;2024-S2;17026;0.0;9.8;0.03941031363796547;0.347807538687176,
META;VISTAHERMOSA;2024-S2;18455;0.0;2.3;0.0079273909509618;0.081664110328735,
META;RESTREPO;2024-S2;16456;0.0;30.0;0.2432243558580457;1.5279064092683585,
META;PUERTO LÓPEZ;2024-S2;17532;0.0;9.4;0.006251425963951633;0.16351251888386611,
CUNDINAMARCA;SUESCA;2024-S2;18461;0.0;8.0;0.023974865933589728;0.21410813333304368,
CUNDINAMARCA;GUASCA;2024-S2;31049;0.0;8.7;0.012270926599890496;0.12982317778622124,
CORDOBA;PLANETA RICA;2024-S2;18518;0.0;15.5;0.021541203153688303;0.3539008896826971,
CUNDINAMARCA;PUERTO SALGAR;2024-S2;45279;0.0;24.0;0.02458755714569668;0.4075742931864089,
TOLIMA;ESPINAL;2024-S2;18514;0.0;19.2;0.029458787944258397;0.38557086728551376,
ANTIOQUIA;ARGELIA;2024-S2;18417;0.0;11.7;0.10105880436553183;0.4699176726814298,
ANTIOQUIA;YOLOMBÓ;2024-S2;18176;0.0;0.1;7.702464788732394e-05;0.0027743387429098004,
BOYACÁ;TIBASOSA;2024-S2;18651;0.0;13.4;0.01917323467910568;0.20946294806032104,
SANTANDER;PIEDECUESTA;2024-S2;18647;0.0;11.2;0.018726872955435195;0.22118087413258203,
BOYACÁ;CHITA;2024-S2;18086;0.0;7.4;0.02630764126949021;0.1791206401295786,
HUILA;SALADOBLANCO;2024-S2;18513;0.0;11.0;0.04893858369794199;0.40636955678228787,
TOLIMA;MELGAR;2024-S2;18284;0.0;6.0;0.009505578647998251;0.14288881823187913,
ANTIOQUIA;DABEIBA;2024-S2;34527;0.0;12.2;0.10787789266371245;0.28142381416866513,
SANTANDER;PÁRAMO;2024-S2;17795;0.0;28.4;0.09255408822703007;0.8036978790612678,
ANTIOQUIA;SANTA FE DE ANTIOQUIA;2024-S2;35501;0.0;12.8;0.013213712289794653;0.24409600094610995,
BOLIVAR;EL CARMÉN DE BOLÍVAR;2024-S2;36967;0.0;9.9;0.009641031189980252;0.19129205678664032,
CUNDINAMARCA;MOSQUERA;2024-S2;15004;0.0;8.5;0.013896294321514265;0.17022449755059055,
CAUCA;POPAYÁN;2024-S2;30511;0.0;0.3;0.0002949755825767756;0.005997227644647511,
NARIÑO;TUMACO;2024-S2;36870;0.0;9.0;0.01449959316517494;0.22743843343146783,
CORDOBA;PUERTO ESCONDIDO;2024-S2;3643;0.0;0.1;2.7449903925336262e-05;0.0016568012531784331,
BOYACÁ;TUNJA;2024-S2;18092;0.0;7.8;0.030378067654211808;0.2516722265656721,
NORTE DE SANTANDER;CÁCHIRA;2024-S2;18263;0.0;4.2;0.02485900454470788;0.17684274132760408,
SANTANDER;LOS SANTOS;2024-S2;16742;0.0;8.6;0.015338669215147534;0.1920187911654911,
CUNDINAMARCA;CHÍA;2024-S2;36556;0.0;9.0;0.021276944961155488;0.2131326930715908,
ANTIOQUIA;ANGOSTURA;2024-S2;36572;0.0;8.2;0.028289401728097997;0.2362358619856322,
VALLE DEL CAUCA;BUGALAGRANDE;2024-S2;18110;0.0;13.6;0.039171728326891225;0.4323244022176226,
NORTE DE SANTANDER;GRAMALOTE;2024-S2;18410;0.0;3.0;0.0030744160782183597;0.05930500304225947,
ANTIOQUIA;ABRIAQUÍ;2024-S2;18559;0.0;9.0;0.016509510210679455;0.15007658462208315,
LA GUAJIRA;URIBIA;2024-S2;49480;0.0;17.6;0.027283751010509297;0.3839197679831857,
HUILA;COLOMBIA;2024-S2;17724;0.0;16.2;0.037745429925524716;0.35807388992503103,
BOYACÁ;MOTAVITA;2024-S2;10675;0.0;4.0;0.025573770491803278;0.16134225973281804,
BOYACÁ;MONIQUIRÁ;2024-S2;13681;0.0;17.0;0.07790366201301074;0.5401030249502581,
NORTE DE SANTANDER;ARBOLEDAS;2024-S2;18281;0.0;3.8;0.00489579344674799;0.08225215622618992,
NARIÑO;EL TABLÓN;2024-S2;18228;0.0;13.4;0.04204520517884574;0.27447277148220506,
CHOCO;EL CARMEN;2024-S2;18430;0.0;2.8;0.01095496473141617;0.06632046658345155,
CALDAS;BELALCAZAR;2024-S2;18411;0.0;9.0;0.008179892455597196;0.16941733361008118,
BOYACÁ;ZETAQUIRÁ;2024-S2;18431;0.0;1.5;0.0039010362975421846;0.03806890081749596,
CORDOBA;SAHAGÚN;2024-S2;18432;0.0;18.6;0.028276909722222226;0.4853975365855198,
CUNDINAMARCA;MEDINA;2024-S2;33251;0.0;30.0;0.32018285164355964;2.0376844095763302,
RISARALDA;SANTA ROSA DE CABAL;2024-S2;18286;0.0;12.3;0.049004703051514824;0.3700148091838251,
CESAR;CURUMANÍ;2024-S2;18435;0.0;0.8;0.0008679142934635204;0.011890137055130598,
LA GUAJIRA;DIBULLA;2024-S2;18426;0.0;4.0;0.017665255617062846;0.16928294128107885,
VALLE DEL CAUCA;ZARZAL;2024-S2;18411;0.0;4.4;0.010102656020857097;0.10108614543292091,
VALLE DEL CAUCA;ARGELIA;2024-S2;7422;0.0;6.7;0.026556184316895715;0.25592448524274614,
QUINDÍO;PIJAO;2024-S2;18287;0.0;13.8;0.03639744080494341;0.42390131571170514,
NORTE DE SANTANDER;OCAÑA;2024-S2;6193;0.0;9.0;0.02525431939286291;0.267528351164571,
VALLE DEL CAUCA;FLORIDA;2024-S2;28208;0.0;9.3;0.013198383437322745;0.14230803678467663,
VALLE DEL CAUCA;CARTAGO;2024-S2;9367;0.0;4.1;0.015832176790861536;0.15908735286149497,
HUILA;PALERMO;2024-S2;34645;0.0;18.4;0.04750757685091644;0.4458100514655057,
HUILA;ISNOS;2024-S2;18389;0.0;9.0;0.03487954755560389;0.32534751238881404,
HUILA;LA PLATA;2024-S2;34898;0.0;14.8;0.053389879076164826;0.4111424815852316,
ANTIOQUIA;VENECIA;2024-S2;11977;0.0;26.5;0.09910662102362862;0.8003767295606429,
SANTANDER;SOCORRO;2024-S2;18278;0.0;17.0;0.05726009410219936;0.5035102249918769,
TOLIMA;FRESNO;2024-S2;18409;0.0;2.6;0.011885490792547122;0.08228571878655921,
NARIÑO;CUMBITARA;2024-S2;18468;0.0;6.9;0.022059779077322934;0.17696943482808672,
CUNDINAMARCA;NIMAIMA;2024-S2;18411;0.0;5.8;0.013046548259192874;0.15603837657812053,
ANTIOQUIA;SAN ROQUE;2024-S2;17339;0.0;14.0;0.025641617163619585;0.3030813927998519,
CALDAS;PENSILVANIA;2024-S2;18410;0.0;7.2;0.052417164584464965;0.2708277676521284,
CUNDINAMARCA;CARMEN DE CARUPA;2024-S2;18283;0.0;5.6;0.014384947765683968;0.13644027212620366,
CHOCO;ALTO BAUDÓ;2024-S2;12468;0.0;6.7;0.03073468078280398;0.15045783723820588,
HUILA;TESALIA;2024-S2;18391;0.0;17.6;0.0846936001304986;0.6454425179368576,
TOLIMA;PLANADAS;2024-S2;25009;0.0;4.3;0.019768883202047265;0.14434951608960045,
VALLE DEL CAUCA;LA CUMBRE;2024-S2;6742;0.0;1.2;0.0021655295164639573;0.032518713631534676,
SUCRE;MORROA;2024-S2;12304;0.0;19.0;0.030705461638491544;0.4738362650014017,
ARAUCA;TAME;2024-S2;17806;0.0;1.2;0.0006514657980456026;0.022523279475313827,
NORTE DE SANTANDER;SARDINATA;2024-S2;8579;0.0;11.8;0.049050005828185105;0.44389590180838856,
PUTUMAYO;MOCOA;2024-S2;35112;0.0;14.4;0.04495898838004101;0.430353015500093,
CAQUETA;MORELIA;2024-S2;3708;0.0;11.9;0.01982200647249191;0.3753222093939874,
CHOCO;ISTMINA;2024-S2;4;0.4;0.6;0.5;0.1154700538379252,
BOYACÁ;PAJARITO;2024-S2;13076;0.0;12.53;0.04483442948914042;0.42655830563959474,
CASANARE;AGUAZUL;2024-S2;10554;0.0;7.2;0.023251847640704943;0.2716445656990309,
BOYACÁ;CAMPOHERMOSO;2024-S2;18125;0.0;0.0;0.0;0.0,
NORTE DE SANTANDER;DURANIA;2024-S2;17313;0.0;0.1;1.1552012938254491e-05;0.001074771866709281,
CASANARE;TRINIDAD;2024-S2;17287;0.0;15.8;0.04385954763695263;0.44153535588364223,
VAUPES;MITÚ;2024-S2;16809;0.0;11.0;0.04360759117139627;0.42416278343740327,
VALLE DEL CAUCA;BUENAVENTURA;2024-S2;17683;0.0;2.0;0.02268845784086411;0.1033751727913185,
CORDOBA;PUERTO LIBERTADOR;2024-S2;34582;0.0;18.7;0.0493551558614308;0.5483826552904963,
ANTIOQUIA;CÁCERES;2024-S2;17461;0.0;21.0;0.03529007502433996;0.4983256188860296,
SANTANDER;CIMITARRA;2024-S2;34121;0.0;17.4;0.041675214677178274;0.42874027712185564,
ANTIOQUIA;VIGIA DEL FUERTE;2024-S2;17683;0.0;0.0;0.0;0.0,
LA GUAJIRA;FONSECA;2024-S2;34430;0.0;26.4;0.016950334011036888;0.40525419410114294,
TOLIMA;ARMERO;2024-S2;17278;0.0;13.0;0.012165759925917353;0.21482675094194834,
TOLIMA;ALPUJARRA;2024-S2;17194;0.0;17.6;0.06602303128998488;0.5263692060572148,
HUILA;AGRADO;2024-S2;17003;0.0;13.1;0.05264365112039052;0.4841025631060212,
TOLIMA;SAN ANTONIO;2024-S2;17147;0.0;0.0;0.0;0.0,
TOLIMA;GUAMO;2024-S2;17099;0.0;10.8;0.021445698578864265;0.2509714267706132,
HUILA;ALTAMIRA;2024-S2;17266;0.0;9.7;0.03863083516738098;0.34643801908602817,
HUILA;AIPE;2024-S2;17101;0.0;21.1;0.05009648558563827;0.4847108223809968,
TOLIMA;SALDAÑA;2024-S2;17254;0.0;11.9;0.03188825779529385;0.34816882594569376,
ANTIOQUIA;EL BAGRE;2024-S2;20381;0.0;18.6;0.12758451498945098;0.6453438572542748,
ANTIOQUIA;SAN CARLOS;2024-S2;16583;0.0;12.7;0.08827112102755835;0.5792708710716584,
CUNDINAMARCA;SAN FRANCISCO;2024-S2;17062;0.0;7.8;0.030195756652209593;0.23660692064415767,
SANTANDER;SAN VICENTE DE CHUCURÍ;2024-S2;20283;0.0;13.0;0.06567075876349653;0.49922761312796776,
CUNDINAMARCA;CHOACHÍ;2024-S2;15010;0.0;11.2;0.029287141905396403;0.2643805714797268,
HUILA;TERUEL;2024-S2;15992;0.0;9.3;0.07101050525262631;0.45920163500834976,
CUNDINAMARCA;GUADUAS;2024-S2;16966;0.0;14.9;0.030732052339974066;0.38773688806387074,
BOYACÁ;BUENAVISTA;2024-S2;16785;0.0;7.4;0.039154006553470365;0.30003455342925595,
TOLIMA;RIOBLANCO;2024-S2;16535;0.0;10.9;0.050015119443604476;0.3756384425478652,
CASANARE;HATO COROZAL;2024-S2;13218;0.0;16.4;0.050764109547586624;0.5267453277186265,
BOLIVAR;SAN PABLO;2024-S2;16930;0.0;13.3;0.03487300649734199;0.41137260366013106,
BOYACÁ;RAMIRIQUÍ;2024-S2;16631;0.0;10.7;0.025843304671998076;0.24285738246385746,
BOYACÁ;SAMACÁ;2024-S2;16846;0.0;9.1;0.02762673631722664;0.22153603346623202,
ANTIOQUIA;AMALFI;2024-S2;16871;0.0;7.7;0.027295358899887382;0.250564328949089,
ANTIOQUIA;FREDONIA;2024-S2;48305;0.0;19.8;0.05653245005692993;0.44126118751070387,
ANTIOQUIA;URAMITA;2024-S2;17078;0.0;8.0;0.018936643635086074;0.13988842069131235,
ANTIOQUIA;REMEDIOS;2024-S2;16907;0.0;17.5;0.04696279647483291;0.49166310830350257,
CASANARE;TAURAMENA;2024-S2;16214;0.0;1.212;0.00757518194153201;0.041872906197632336,
ANTIOQUIA;VEGACHÍ;2024-S2;9658;0.0;3.3;0.01613170428660178;0.11770240134949084,
ANTIOQUIA;TITIRIBÍ;2024-S2;16826;0.0;10.9;0.03347200760727446;0.29279496148154543,
ANTIOQUIA;SAN VICENTE;2024-S2;16680;0.0;11.2;0.05225419664268585;0.4178503456238657,
SANTANDER;PUERTO PARRA;2024-S2;16939;0.0;13.0;0.06156797921955252;0.5113287819993861,
SANTANDER;VETAS;2024-S2;16067;0.0;2.4;0.010705172091865315;0.07200543155586646,
SANTANDER;SIMACOTA;2024-S2;16879;0.0;19.8;0.05897861247704248;0.5569879889346455,
QUINDÍO;BUENAVISTA;2024-S2;16696;0.0;13.1;0.08024676569238141;0.484309383055959,
SANTANDER;PUERTO WILCHES;2024-S2;16930;0.0;30.0;0.29043118724158296;2.7426173447490667,
ANTIOQUIA;LIBORINA;2024-S2;16945;0.0;8.6;0.01714960165240484;0.1946790301932058,
ANTIOQUIA;ARMENIA;2024-S2;16832;0.0;17.3;0.12783982889733841;0.7680110825275086,
ANTIOQUIA;ZARAGOZA;2024-S2;13666;0.0;21.6;0.09009219961949363;0.8068694493947077,
ANTIOQUIA;SANTO DOMINGO;2024-S2;16926;0.0;14.3;0.058277206664303444;0.4943972869086053,
BOYACÁ;OTANCHE;2024-S2;16787;0.0;20.4;0.08080061952701496;0.6219467080016101,
CAQUETA;BELÉN DE LOS ANDAQUÍES;2024-S2;16319;0.0;23.0;0.05940927752926037;0.663514909324689,
ANTIOQUIA;FRONTINO;2024-S2;19463;0.0;9.1;0.039834557879052566;0.282237695397218,
ANTIOQUIA;SEGOVIA;2024-S2;16972;0.0;17.2;0.18231204336554324;0.9169788865839669,
BOYACÁ;PUERTO BOYACÁ;2024-S2;18118;0.0;5.8;0.0106635942156971;0.1437223521641809,
ANTIOQUIA;CALDAS;2024-S2;16523;0.0;15.9;0.05176420746837741;0.4167518749187495,
HUILA;ELÍAS;2024-S2;16535;0.0;8.3;0.03184759600846689;0.27409075920394177,
MAGDALENA;FUNDACIÓN;2024-S2;694;0.0;2.8;0.02564841498559078;0.2089051312033358,
CAUCA;LA SIERRA;2024-S2;17472;0.0;13.7;0.07928685897435897;0.5170535701287177,
CUNDINAMARCA;LA CALERA;2024-S2;17369;0.0;3.8;0.005066497783407221;0.06773042633476445,
BOYACÁ;JERICÓ;2024-S2;2803;0.0;12.7;0.17103103817338566;0.8466729024102704,
CUNDINAMARCA;CUCUNUBÁ;2024-S2;17382;0.0;11.4;0.035876193763663564;0.28362554550741625,
BOYACÁ;ARCABUCO;2024-S2;2816;0.0;29.5;0.3907670454545455;1.72439398505537,
MAGDALENA;ZONA BANANERA;2024-S2;17066;0.0;16.5;0.04214227118246807;0.44608077971527094,
SANTANDER;CHIMA;2024-S2;2830;0.0;29.5;0.3706007067137809;1.9368570761973172,
SANTANDER;GÁMBITA;2024-S2;788;0.0;0.0;0.0;0.0,
SANTANDER;CHARALÁ;2024-S2;2822;0.0;24.3;0.39386959603118354;1.7898037202357229,
ATLANTICO;BARRANQUILLA;2024-S2;32626;0.0;17.1;0.022246061423404646;0.3452834388408223,
SANTANDER;ENCINO;2024-S2;2814;0.0;29.1;0.5173418621179816;2.2968574426868167,
TOLIMA;MURILLO;2024-S2;17469;0.0;0.7;0.007750872974984258;0.03507534808753285,
SANTANDER;GUADALUPE;2024-S2;2795;0.0;19.4;0.3606797853309482;1.5464565343394694,
SANTANDER;EL CARMEN;2024-S2;2128;0.0;26.5;0.3663533834586466;1.79936400275559,
NARIÑO;TAMINANGO;2024-S2;17300;0.0;7.5;0.017739884393063583;0.1503268553771573,
SANTANDER;ZAPATOCA;2024-S2;2803;0.0;19.5;0.13085979307884407;0.9596276914375127,
BOLIVAR;EL GUAMO;2024-S2;11527;0.0;0.53;0.00010410340938665743;0.007001865569731893,
SANTANDER;PALMAR;2024-S2;2722;0.0;22.9;0.2519838354151359;1.5591786168724533,
CUNDINAMARCA;UNE;2024-S2;17387;0.0;3.6;0.008293552654281935;0.07981056806484556,
NARIÑO;CONTADERO;2024-S2;17290;0.0;6.1;0.0291844997108155;0.20374955642280734,
BOYACÁ;CORRALES;2024-S2;2610;0.0;15.2;0.12482758620689656;0.8052127916689493,
SANTANDER;CONFINES;2024-S2;2810;0.0;27.4;0.3321708185053381;1.7498748119803038,
SANTANDER;CURITÍ;2024-S2;2703;0.0;13.1;0.09870514243433223;0.7281953673071698,
SANTANDER;SUAITA;2024-S2;5668;0.0;28.6;0.30915666901905436;1.6450435027058052,
ANTIOQUIA;ENTRERRIOS;2024-S2;17445;0.0;0.0;0.0;0.0,
CUNDINAMARCA;SIMIJACA;2024-S2;2809;0.0;9.2;0.08835884656461374;0.52749520132661,
BOYACÁ;COVARACHÍA;2024-S2;2822;0.0;13.5;0.07813607370659106;0.623667951875256,
BOYACÁ;TUTA;2024-S2;19604;0.0;9.7;0.04013466639461335;0.3380857832884156,
SANTANDER;SAN BENITO;2024-S2;2822;0.0;0.0;0.0;0.0,
SANTANDER;OIBA;2024-S2;2814;0.0;25.0;0.3552594171997157;1.7583033585085037,
SANTANDER;ONZAGA;2024-S2;2831;0.0;18.9;0.24634404803956197;1.0833170597323487,
BOYACÁ;TASCO;2024-S2;2755;0.0;8.6;0.1137568058076225;0.5738075688070823,
ANTIOQUIA;GIRALDO;2024-S2;6896;0.0;3.7;0.1985788863109049;0.39981251463403544,
ANTIOQUIA;ANORÍ;2024-S2;14481;0.0;16.5;0.04963745597679718;0.44291698496369336,
NARIÑO;TÚQUERRES;2024-S2;8057;0.0;8.0;0.02464937321583716;0.1916208481968263,
CORDOBA;SAN JOSE DE URE;2024-S2;202;0.0;1.0;0.1207920792079208;0.18837711287034534,
BOYACÁ;PISVA;2024-S2;2528;0.0;25.6;21.972151898734175;3.3314108388421904,
META;ACACÍAS;2024-S2;14061;0.0;4.8;0.002460706919849228;0.06342234616385926,
BOYACÁ;PÁEZ;2024-S2;6865;0.0;16.78;0.010295120174799707;0.30086522038964825,
NARIÑO;BARBACOAS;2024-S2;5188;0.0;8.7;0.13843484965304548;0.5046947686669598,
CESAR;GAMARRA;2024-S2;11753;0.0;5.0;0.0008508465923593976;0.06522170621069653,
META;LEJANÍAS;2024-S2;11573;0.0;20.0;0.05863648146548;0.5916232630235504,
NORTE DE SANTANDER;TOLEDO;2024-S2;11022;0.0;6.2;0.013845037198330612;0.16606354976600649,
TOLIMA;VILLARRICA;2024-S2;410;0.0;0.0;0.0;0.0,
SANTANDER;FLORIDABLANCA;2024-S2;6740;0.0;2.4;0.009554896142433236;0.10181952374667881,
CORDOBA;TIERRALTA;2024-S2;2883;0.0;13.2;0.04970516822754076;0.5615815037507553,
CORDOBA;CHIMA;2024-S2;2211;0.0;2.9;0.004794210764360018;0.10087665818000024,
ANTIOQUIA;ANORÍ;2025-S1;8702;0.0;8.0;0.015984831073316483;0.21717606199340977,
BOGOTÁ;BOGOTÁ D.C;2025-S1;4677003;0.0;24.5;0.0010638068865895531;0.0848891940044775,
BOLIVAR;CARTAGENA DE INDIAS;2025-S1;68536;0.0;30.0;0.012502918174390101;0.43614064891589144,
CESAR;VALLEDUPAR;2025-S1;77301;0.0;19.0;0.0021396877142598413;0.12887743486241063,
ANTIOQUIA;SAN VICENTE;2025-S1;8760;0.0;4.0;0.014954337899543379;0.1180680293966488,
NARIÑO;TUMACO;2025-S1;18154;0.0;15.8;0.05400462707943153;0.4633338186331678,
SANTANDER;PUERTO WILCHES;2025-S1;8854;0.0;18.2;0.026338378134176645;0.47574133654229966,
BOYACÁ;PUERTO BOYACÁ;2025-S1;8920;0.0;0.6;0.00024955156950672643;0.010095799105081397,
NARIÑO;TAMINANGO;2025-S1;9029;0.0;4.8;0.011108649905858898;0.1087426642927608,
ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA;SAN ANDRÉS;2025-S1;68057;0.0;29.9;0.1946015839663811;1.5565989915725473,
BOYACÁ;SAMACÁ;2025-S1;7630;0.0;1.1;0.001546526867627785;0.029327568986465914,
HUILA;AGRADO;2025-S1;9062;0.0;15.1;0.0317810637828294;0.3753418121596004,
NARIÑO;CONTADERO;2025-S1;9084;0.0;4.7;0.025737560546014972;0.17072504017309595,
CAQUETA;BELÉN DE LOS ANDAQUÍES;2025-S1;8716;0.0;15.2;0.036025699862322166;0.3825703345041233,
SANTANDER;PUENTE NACIONAL;2025-S1;16300;0.0;10.4;0.021251533742331286;0.24093586943045803,
CESAR;AGUACHICA;2025-S1;9074;0.0;0.1;2.204099625303064e-05;0.00148453922001849,
ANTIOQUIA;SANTO DOMINGO;2025-S1;8836;0.0;9.5;0.02799909461294704;0.29962304632930575,
TOLIMA;SAN ANTONIO;2025-S1;9062;0.0;0.0;0.0;0.0,
SUCRE;SAN BENITO ABAD;2025-S1;8966;0.0;7.0;0.2755520856569262;0.6181130107447825,
CUNDINAMARCA;GIRARDOT;2025-S1;7832;0.0;1.5;0.0013406537282941778;0.03507826070931419,
TOLIMA;GUAMO;2025-S1;9045;0.0;7.8;0.011475953565505806;0.18853376264536895,
BOYACÁ;JERICÓ;2025-S1;1467;0.0;4.5;0.011997273346966599;0.18115298455305243,
NORTE DE SANTANDER;CHINÁCOTA;2025-S1;9100;0.0;0.0;0.0;0.0,
SANTANDER;PUERTO PARRA;2025-S1;8870;0.0;16.1;0.055828635851183764;0.6232277757546086,
BOYACÁ;SOCHA;2025-S1;10553;0.0;2.0;0.0018099118734009288;0.037571552513882805,
CHOCO;ALTO BAUDÓ;2025-S1;6914;0.0;2.8;0.013103847266415967;0.10418189997598948,
META;GRANADA;2025-S1;9084;0.0;6.4;0.018075737560546014;0.17684152077948695,
CALDAS;MANIZALES;2025-S1;18598;0.0;15.8;0.01814711259275191;0.42725889258089456,
CUNDINAMARCA;PACHO;2025-S1;10164;0.0;8.5;0.014600550964187328;0.2388419695016889,
ANTIOQUIA;EL BAGRE;2025-S1;17720;0.0;10.1;0.0921783295711061;0.3369084502133937,
LA GUAJIRA;DIBULLA;2025-S1;9086;0.0;2.5;0.00286154523442659;0.0654568634389157,
BOYACÁ;AQUITANIA;2025-S1;55713;0.0;14.4;0.005622745140272467;0.12201082884138605,
MAGDALENA;SANTA MARTA;2025-S1;33876;0.0;28.4;0.02688038729484001;0.5351278943404413,
HUILA;TESALIA;2025-S1;9086;0.0;12.2;0.05148580233325996;0.5038317613767386,
SANTANDER;SUAITA;2025-S1;2986;0.0;19.3;0.09032150033489618;0.8690799330923163,
ANTIOQUIA;RIONEGRO;2025-S1;83829;0.0;27.1;0.006327166016533658;0.21240527365416106,
HUILA;SUAZA;2025-S1;9972;0.0;3.7;0.011462093862815884;0.094402503047508,
CORDOBA;MONTERÍA;2025-S1;76242;0.0;26.4;0.0048910049578972225;0.20861503730140393,
LA GUAJIRA;URIBIA;2025-S1;26830;0.0;6.2;0.005199403652627656;0.1003896176705245,
CUNDINAMARCA;NIMAIMA;2025-S1;9088;0.0;0.0;0.0;0.0,
TOLIMA;MURILLO;2025-S1;9084;0.0;0.1;0.002509907529722589;0.015643466899147366,
BOGOTÁ;BOGOTA D.C;2025-S1;73257;0.0;0.6;0.0003740256903777113;0.009441189894120641,
CHOCO;QUIBDÓ;2025-S1;9600;0.0;18.9;0.13841666666666666;0.7781413108888228,
SANTANDER;PIEDECUESTA;2025-S1;9084;0.0;3.0;0.0018934390136503742;0.051454066473102314,
PUTUMAYO;MOCOA;2025-S1;17832;0.0;8.2;0.044420143562135486;0.29768561255753123,
VALLE DEL CAUCA;CALI;2025-S1;34116;0.0;5.5;0.003643451752843241;0.053398943183751116,
ANTIOQUIA;ARMENIA;2025-S1;8800;0.0;3.3;0.011715909090909091;0.12083830841511271,
BOYACÁ;BUENAVISTA;2025-S1;8780;0.0;4.5;0.014396355353075171;0.1398746044301929,
NARIÑO;EL TABLÓN;2025-S1;8984;0.0;16.6;0.06447016918967052;0.4649891912867525,
SANTANDER;SURATÁ;2025-S1;18172;0.0;8.2;0.0018710103455866164;0.11234327177017504,
AMAZONAS;LETICIA;2025-S1;59168;0.0;23.2;0.027891765819361817;0.31975429311434317,
CASANARE;YOPAL;2025-S1;19996;0.0;23.9;0.07204140828165632;0.6230224175090948,
CUNDINAMARCA;PUERTO SALGAR;2025-S1;23100;0.0;17.4;0.007025974025974027;0.2057939998437428,
CALDAS;PENSILVANIA;2025-S1;9086;0.0;10.5;0.036946951353731015;0.30120778859967134,
BOYACÁ;PAIPA;2025-S1;8473;0.0;6.7;0.006809866635194147;0.1588352726876431,
ANTIOQUIA;VENECIA;2025-S1;5822;0.0;29.5;0.16824115424252833;1.4805593429332686,
BOLIVAR;SAN PABLO;2025-S1;8802;0.0;12.0;0.011906384912519882;0.2771271884283546,
ARAUCA;SARAVENA;2025-S1;17804;0.0;7.4;0.010997528645248259;0.19287812388394668,
BOYACÁ;CHITA;2025-S1;9088;0.0;1.1;0.0021346830985915495;0.03359955395803436,
ANTIOQUIA;FREDONIA;2025-S1;25586;0.0;12.2;0.029320722269991398;0.3430304196939017,
VALLE DEL CAUCA;FLORIDA;2025-S1;12269;0.0;10.1;0.005501670877822154;0.11548604323995317,
CUNDINAMARCA;CHOACHÍ;2025-S1;7526;0.0;0.7;0.0032952431570555415;0.029476671263865765,
ANTIOQUIA;ENTRERRIOS;2025-S1;9080;0.0;0.0;0.0;0.0,
BOYACÁ;SOGAMOSO;2025-S1;76960;0.0;13.9;0.0015696465696465696;0.07500658431614811,
SANTANDER;CURITÍ;2025-S1;1500;0.0;20.4;0.07053333333333334;1.0475924854474343,
CASANARE;NUNCHÍA;2025-S1;8438;0.0;6.1;0.22470964683574307;0.593269312188794,
ANTIOQUIA;TITIRIBÍ;2025-S1;8756;0.0;2.7;0.006566925536774783;0.0699289039146164,
ANTIOQUIA;NECHÍ;2025-S1;26752;0.0;16.4;0.04683388157894737;0.5374951572474966,
CUNDINAMARCA;SILVANIA;2025-S1;9082;0.0;8.0;0.009116934595903986;0.1640948308553019,
SANTANDER;BUCARAMANGA;2025-S1;9082;0.0;0.4;0.0003303237172428981;0.008518808283815179,
CORDOBA;AYAPEL;2025-S1;35958;0.0;23.5;0.018935980866566553;0.459872272074079,
CAUCA;LA SIERRA;2025-S1;9037;0.0;16.5;0.06108221755007193;0.5364577529980342,
ANTIOQUIA;SANTA BÁRBARA;2025-S1;9066;0.0;17.8;0.014537833664240015;0.28201151109635536,
